1,22:55:00.048,48.781943,11.4758909
2,22:55:01.039,48.7819443,11.4758963
3,22:55:34.730,48.7819443,11.4758963
4,22:55:57.629,48.7819443,11.4758963
5,22:56:43.434,48.7809814,11.4754225
6,22:56:44.439,48.7809852,11.475427
7,22:56:45.445,48.7809835,11.4754268
8,22:56:46.448,48.7809854,11.4754306
9,22:56:47.448,48.7809866,11.475433
10,22:56:48.447,48.7809872,11.4754343
11,22:56:49.449,48.7809876,11.475435
12,22:56:50.454,48.7809879,11.4754354
13,22:56:51.459,48.780988,11.4754356
14,22:56:52.468,48.7809881,11.4754357
15,22:56:53.462,48.7809881,11.4754357
16,22:56:54.447,48.7809881,11.4754357
17,22:56:55.458,48.7809881,11.4754358
18,22:56:56.466,48.7809881,11.4754358
19,22:56:57.454,48.7809881,11.4754358
20,22:56:58.462,48.7809881,11.4754358
21,22:56:59.455,48.7809881,11.4754358
22,22:57:00.468,48.7809881,11.4754359
23,22:57:01.469,48.7809881,11.4754359
24,22:57:02.470,48.780988,11.4754359
25,22:57:03.466,48.7809894,11.4754376
26,22:57:04.153,48.7809898,11.4754383
27,22:57:04.477,48.78099,11.475441
28,22:57:05.470,48.7809889,11.4754418
29,22:57:06.458,48.7809874,11.4754429
30,22:57:07.477,48.7809896,11.4754344
31,22:57:08.466,48.7809786,11.4754232
32,22:57:09.470,48.7809732,11.4754171
33,22:57:10.450,48.7809644,11.4754128
34,22:57:11.463,48.7809621,11.4754121
35,22:57:12.472,48.7809621,11.4754124
36,22:57:13.476,48.7809623,11.4754126
37,22:57:14.470,48.7809624,11.4754127
38,22:57:15.454,48.7809626,11.4754128
39,22:57:16.447,48.7809627,11.4754127
40,22:57:17.461,48.7809626,11.4754127
41,22:57:18.462,48.7809628,11.4754126
42,22:57:19.458,48.7809629,11.4754127
43,22:57:20.460,48.7809631,11.4754125
44,22:57:21.464,48.7809632,11.4754125
45,22:57:22.453,48.7809635,11.4754125
46,22:57:23.475,48.7809637,11.4754124
47,22:57:24.471,48.7809637,11.4754124
48,22:57:25.476,48.7809636,11.4754123
49,22:57:26.468,48.7809633,11.4754124
50,22:57:27.461,48.7809631,11.4754124
51,22:57:28.464,48.7809631,11.4754123
52,22:57:29.050,48.7809631,11.4754123
53,22:57:29.464,48.7809634,11.4754124
54,22:57:30.487,48.7809635,11.4754122
55,22:57:31.461,48.7809635,11.4754121
56,22:57:32.479,48.7809635,11.475412
57,22:57:33.469,48.7809635,11.475412
58,22:57:34.074,48.7809635,11.475412
59,22:57:34.484,48.7809635,11.4754119
60,22:57:35.466,48.7809634,11.4754118
61,22:57:36.479,48.7809634,11.4754117
62,22:57:37.475,48.7809634,11.4754117
63,22:57:38.483,48.7809634,11.4754116
64,22:57:39.455,48.7809633,11.4754115
65,22:57:40.461,48.7809633,11.4754114
66,22:57:41.456,48.7809633,11.4754113
67,22:57:42.441,48.7809631,11.4754112
68,22:57:43.450,48.780963,11.4754112
69,22:57:47.504,48.7809626,11.475411
70,22:57:48.217,48.7809627,11.4754112
71,22:57:48.482,48.7809628,11.4754115
72,22:57:49.497,48.7809629,11.4754116
73,22:57:50.482,48.7809629,11.4754117
74,22:57:51.441,48.7809629,11.4754118
75,22:57:52.463,48.7809631,11.4754117
76,22:57:53.478,48.7809643,11.4754113
77,22:57:54.472,48.7809658,11.4754108
78,22:57:55.479,48.7809663,11.4754105
79,22:57:56.465,48.7809664,11.4754101
80,22:57:57.484,48.7809663,11.4754101
81,22:57:58.479,48.780966,11.4754101
82,22:57:59.478,48.7809658,11.4754101
83,22:58:00.477,48.7809656,11.4754102
84,22:58:01.479,48.7809653,11.4754104
85,22:58:02.478,48.7809651,11.4754106
86,22:58:03.327,48.780965,11.4754106
87,22:58:03.473,48.7809648,11.4754112
88,22:58:04.487,48.7809647,11.4754118
89,22:58:05.478,48.7809647,11.4754124
90,22:58:06.478,48.7809647,11.4754128
91,22:58:07.476,48.7809647,11.4754131
92,22:58:08.466,48.7809647,11.4754134
93,22:58:09.469,48.7809646,11.4754137
94,22:58:10.458,48.7809646,11.4754139
95,22:58:11.463,48.7809646,11.4754139
96,22:58:12.463,48.7809646,11.4754138
97,22:58:13.338,48.7809646,11.4754139
98,22:58:13.473,48.7809646,11.4754137
99,22:58:14.480,48.7809646,11.4754137
100,22:58:15.474,48.7809647,11.4754138
101,22:58:16.465,48.7809647,11.4754138
102,22:58:17.484,48.7809648,11.4754139
103,22:58:18.479,48.7809648,11.475414
104,22:58:19.478,48.7809648,11.4754141
105,22:58:20.465,48.780965,11.4754152
106,22:58:21.472,48.7809664,11.4754181
107,22:58:22.479,48.7809682,11.475421
108,22:58:23.369,48.780969,11.4754224
109,22:58:23.477,48.7809695,11.4754227
110,22:58:24.149,48.7809684,11.4754191
111,22:58:25.216,48.7809678,11.4754162
