36907.30710, 3,  -1.649,  4.487,  7.732
36907.32673, 3,  -1.418,  4.275,  7.682
36907.34677, 3,  -1.149,  4.037,  8.155
36907.36679, 3,  -1.093,  3.985,  8.787
36907.38680, 3,  -1.310,  3.887,  9.250, 4,  -0.832, -0.349,  0.003
36907.40680, 3,  -1.328,  3.762,  9.503
36907.42682, 3,  -1.176,  3.638,  9.910, 5,  -2.194, -0.469,-49.088
36907.44684, 3,  -1.056,  3.460,  9.917
36907.46686, 3,  -0.880,  3.227,  9.869
36907.48688, 3,  -0.634,  3.132,  9.992, 4,  -0.336, -0.250, -0.001, 5,  -2.550,  1.088,-49.238
36907.50690, 3,  -0.578,  3.035, 10.167
36907.52693, 3,  -0.602,  2.969, 10.106
36907.54695, 3,  -0.724,  3.004, 10.079, 5,  -3.038,  1.650,-49.050
36907.56697, 3,  -0.645,  3.015,  9.975
36907.58698, 3,  -0.609,  2.905,  9.732
36907.60700, 3,  -0.679,  3.002,  9.560, 4,  -0.017, -0.081, -0.012
36907.62702, 3,  -0.713,  3.077,  9.414, 5,  -3.094,  1.763,-48.994
36907.64705, 3,  -0.727,  3.042,  9.233
36907.66709, 3,  -0.590,  3.033,  9.377
36907.68709, 3,  -0.650,  3.058,  9.479, 4,   0.008, -0.046,  0.007, 5,  -3.075,  2.194,-48.900
36907.70709, 3,  -0.805,  3.108,  9.455
36907.72709, 3,  -0.695,  3.077,  9.494
36907.74711, 3,  -0.652,  3.080,  9.545, 4,  -0.053, -0.021,  0.019, 5,  -3.131,  2.288,-48.844
36907.76713, 3,  -0.601,  3.082,  9.564
36907.78714, 3,  -0.650,  3.058,  9.563
36907.80716, 3,  -0.644,  3.106,  9.445, 4,  -0.035, -0.061,  0.013, 5,  -3.263,  2.419,-48.731
36907.82719, 3,  -0.552,  3.076,  9.539
36907.84722, 3,  -0.481,  3.053,  9.546
36907.86725, 3,  -0.516,  3.081,  9.517
36907.88726, 3,  -0.428,  3.068,  9.504, 4,  -0.026, -0.055,  0.014, 5,  -3.319,  2.531,-48.731
36907.90726, 3,  -0.441,  3.031,  9.493
36907.92727, 3,  -0.468,  3.126,  9.491
36907.94729, 3,  -0.426,  3.074,  9.493, 4,  -0.029, -0.084,  0.008, 5,  -3.638,  3.000,-48.788
36907.96732, 3,  -0.367,  3.087,  9.439
36907.98735, 3,  -0.358,  3.148,  9.476
36908.00738, 3,  -0.667,  3.215,  9.335, 4,  -0.099, -0.022,  0.044, 5,  -3.844,  3.113,-48.619
36908.02740, 3,  -0.500,  3.103,  8.827
36908.04742, 3,  -0.443,  2.993,  8.584
36908.06744, 3,  -0.385,  2.847,  9.165
36908.08744, 3,  -0.011,  2.717, 10.167, 4,  -0.514,  0.109,  0.182, 5,  -3.806,  3.431,-48.544
36908.10742, 3,   0.166,  2.618, 10.267
36908.12742, 3,   0.261,  2.549, 10.051
36908.14744, 3,  -0.640,  2.043, 10.070, 4,  -0.393, -0.052,  0.025, 5,  -3.881,  3.975,-48.356
36908.16749, 3,  -1.574,  1.385,  9.333
36908.18753, 3,  -0.894,  2.950, 10.128
36908.20756, 3,  -0.115,  3.504, 10.086, 4,   0.136, -0.502,  0.440, 5,  -4.256,  4.313,-48.263
36908.22757, 3,  -0.168,  3.020,  9.866
36908.24759, 3,  -0.256,  2.578,  8.844
36908.26760, 3,  -0.532,  2.599,  8.272
36908.28762, 3,  -1.125,  2.724,  8.881, 5,  -4.556,  4.875,-48.094
36908.30763, 3,  -1.203,  2.734, 10.309
36908.32765, 3,  -0.873,  2.626, 11.280
36908.34767, 3,  -0.717,  2.372, 11.158, 4,  -0.607, -0.123,  0.483, 5,  -4.669,  5.681,-47.831
36908.36764, 3,  -0.586,  2.364, 10.306
36908.38804, 3,   0.059,  2.971, 10.050, 4,  -0.501,  0.204,  0.613
36908.40845, 3,   0.170,  3.427, 10.813, 4,   0.581, -0.057, -0.032, 5,  -4.688,  6.600,-47.663
36908.42819, 3,   0.559,  3.353, 10.558
36908.44792, 3,   0.534,  3.185,  9.724
36908.46780, 3,   0.057,  3.103,  8.985
36908.48782, 3,  -0.698,  3.175,  8.585, 4,   0.939,  0.373, -0.505, 5,  -4.650,  7.256,-47.494
36908.50784, 3,  -0.724,  3.565,  8.069
36908.52786, 3,  -0.591,  3.625,  7.782
36908.54788, 3,  -0.940,  3.414,  7.761, 4,   0.303,  0.166, -0.352, 5,  -4.650,  7.575,-47.494
36908.56790, 3,  -0.978,  3.558,  8.152
36908.58792, 3,  -0.810,  3.893,  8.485
36908.60794, 3,  -1.004,  4.022,  8.617
36908.62796, 3,  -1.126,  4.025,  9.030, 5,  -4.688,  7.519,-47.569
36908.64800, 3,  -0.697,  4.024,  8.905
36908.66804, 3,  -0.784,  4.077,  8.401
36908.68805, 3,  -0.900,  4.086,  7.833, 4,   0.111, -0.488, -0.054, 5,  -4.725,  7.275,-47.738
36908.70804, 3,  -1.051,  4.153,  8.270
36908.72804, 3,  -0.762,  4.210,  8.859
36908.74806, 3,  -0.272,  4.321,  9.558, 4,   0.098, -0.713,  0.063, 5,  -4.781,  6.863,-47.775
36908.76808, 3,  -0.346,  4.327,  9.251
36908.78809, 3,  -0.276,  4.651,  9.194
36908.80811, 3,   0.139,  4.911,  9.630, 5,  -5.006,  6.263,-47.831
36908.82814, 3,   0.293,  4.759, 10.102
36908.84817, 3,   0.251,  4.640, 10.039
36908.86820, 3,   0.310,  4.633,  9.732, 4,  -0.008, -0.612,  0.006
36908.88821, 3,   0.963,  4.783, 11.249, 4,  -0.475, -0.175, -0.127, 5,  -5.644,  5.663,-47.963
36908.90823, 3,   1.711,  4.142, 11.932
36908.92824, 3,   2.059,  3.469, 12.642
36908.94826, 3,   1.085,  2.630, 12.867, 5,  -6.450,  4.931,-47.944
36908.96827, 3,  -0.052,  2.197, 11.279
36908.98828, 3,  -0.485,  2.192, 10.467
36909.00830, 3,   0.042,  2.533, 10.702, 4,   0.029,  0.096, -0.193, 5,  -7.200,  4.369,-47.813
36909.02833, 3,   1.349,  2.754, 10.671
36909.04836, 3,   1.909,  2.826, 10.710
36909.06839, 3,   1.832,  2.793, 10.032
36909.08839, 3,   1.488,  2.734,  9.807, 4,   0.517, -0.234, -0.084, 5,  -7.931,  4.031,-47.869
36909.10838, 3,   1.197,  2.617,  9.325
36909.12838, 3,   1.050,  2.761,  8.932
36909.14840, 3,   0.881,  2.857,  7.952, 4,   0.435,  0.021, -0.229, 5,  -8.850,  3.675,-47.813
36909.16843, 3,   0.706,  2.926,  7.010
36909.18847, 3,   0.474,  3.256,  6.317
36909.20849, 3,   0.405,  3.593,  5.553, 4,   0.299, -0.039, -0.097, 5,  -9.600,  3.244,-47.756
36909.22851, 3,   0.342,  3.617,  5.450
36909.24853, 3,   0.740,  3.727,  6.764
36909.26855, 3,   1.647,  3.817,  6.946
36909.28857, 3,   1.974,  3.569,  7.551, 4,  -0.376,  0.292,  0.020, 5, -10.031,  3.000,-47.831
36909.30860, 3,   1.673,  3.467,  8.657
36909.32862, 3,   0.960,  3.363,  8.587
36909.34864, 3,   0.393,  3.626,  8.197, 4,  -0.077,  0.089, -0.253
36909.36861, 3,   0.391,  4.173,  7.875
36909.38866, 3,   0.688,  4.837,  8.134, 5, -10.275,  2.869,-47.869
36909.40871, 3,   0.928,  5.052,  8.711, 5, -10.219,  2.569,-48.038
36909.42872, 3,   0.973,  5.163,  9.287
36909.44873, 3,   1.101,  5.322,  9.617
36909.46875, 3,   0.981,  5.096, 10.100, 4,  -0.049,  0.141, -0.149
36909.48877, 3,   0.827,  4.223, 11.957, 4,  -0.248,  0.060, -0.370, 5, -10.031,  2.288,-48.188
36909.50880, 3,   0.117,  3.699, 13.178
36909.52882, 3,  -0.606,  4.058, 12.131
36909.54884, 3,  -0.843,  4.529, 10.871, 4,  -0.286,  0.430, -0.138, 5,  -9.769,  2.100,-48.338
36909.56886, 3,  -0.784,  4.056, 10.862
36909.58888, 3,  -0.700,  3.005, 12.112
36909.60890, 3,  -0.822,  2.206, 13.028
36909.62892, 3,  -1.344,  1.638, 11.534, 4,  -0.108, -0.119,  0.072, 5,  -9.525,  2.213,-48.281
36909.64893, 3,  -1.945,  1.920,  9.878
36909.66894, 3,  -1.285,  2.529,  8.995
36909.68896, 3,  -0.135,  2.966,  8.838, 5,  -9.300,  2.325,-48.263
36909.70898, 3,   0.523,  3.153,  9.126
36909.72900, 3,   0.578,  2.857,  9.677
36909.74902, 3,   0.197,  2.010,  9.050, 4,  -0.010, -0.187,  0.233, 5,  -9.356,  2.663,-48.225
36909.76903, 3,  -0.366,  1.770,  8.848
36909.78904, 3,  -0.526,  2.102,  8.158
36909.80905, 3,  -0.082,  2.511,  7.667, 5,  -9.281,  2.888,-48.056
36909.82909, 3,   0.271,  2.824,  7.135
36909.84912, 3,   0.169,  3.074,  6.663
36909.86915, 3,   0.059,  3.168,  6.590, 4,   0.322, -0.001,  0.436
36909.88917, 3,  -0.048,  3.173,  6.823, 4,   0.202,  0.065,  0.307, 5,  -9.356,  2.963,-48.113
36909.90918, 3,   0.028,  3.379,  7.194
36909.92919, 3,   0.314,  3.718,  7.800
36909.94921, 3,   0.412,  3.783,  8.390, 4,  -0.039,  0.197,  0.140, 5,  -9.413,  2.944,-48.169
36909.96923, 3,   0.250,  3.939,  8.619
36909.98925, 3,   0.035,  4.118,  8.560
36910.00927, 3,   0.084,  4.021,  9.238, 4,  -0.455, -0.088, -0.011, 5,  -9.338,  2.981,-48.131
36910.02929, 3,   0.458,  3.634, 10.400
36910.04931, 3,   0.789,  3.193, 11.896
36910.06933, 3,   0.599,  3.095, 13.434
36910.08934, 3,   0.987,  3.550, 12.539, 5,  -9.413,  3.169,-48.094
36910.10932, 3,   2.055,  4.148, 12.442
36910.12933, 3,   3.098,  3.829, 13.091
36910.14935, 3,   2.536,  2.707, 13.768, 4,  -0.342, -0.143,  0.004, 5,  -9.469,  3.225,-48.094
36910.16938, 3,   0.880,  1.673, 13.042
36910.18941, 3,  -0.270,  1.381, 11.461
36910.20943, 3,  -0.277,  1.460, 10.165, 4,  -0.342,  0.517, -0.346, 5,  -9.300,  3.488,-48.094
36910.22946, 3,   0.959,  1.839, 10.043
36910.24948, 3,   2.491,  2.463, 10.320
36910.26951, 3,   3.349,  2.867, 10.586, 4,   0.304, -0.263,  0.111
36910.28952, 3,   2.839,  2.624, 10.304, 5,  -9.019,  3.675,-48.075
36910.30953, 3,   1.506,  2.151,  9.279
36910.32955, 3,   0.584,  2.006,  7.984
36910.34956, 3,   0.373,  2.263,  6.507, 4,   0.398,  0.420, -0.268, 5,  -8.869,  3.581,-48.319
36910.36956, 3,   0.593,  2.796,  5.433
36910.38993, 3,   0.737,  3.332,  4.689
36910.41030, 3,   0.712,  3.771,  4.238, 4,   0.943,  0.072, -0.168, 5,  -8.550,  3.413,-48.506
36910.43005, 3,   0.331,  3.984,  4.131
36910.44980, 3,  -0.076,  4.044,  4.583
36910.46969, 3,  -0.174,  4.142,  5.544
36910.48971, 3,   0.044,  4.221,  7.167, 4,   0.108, -0.005, -0.350, 5,  -8.325,  3.056,-48.638
36910.50972, 3,   0.552,  4.189,  9.425
36910.52974, 3,   0.580,  4.015, 10.861
36910.54976, 3,   0.033,  3.967, 10.935, 4,  -0.220, -0.189, -0.252, 5,  -8.306,  2.775,-48.769
36910.56978, 3,  -0.439,  4.168,  9.982
36910.58979, 3,  -0.216,  4.288, 10.571
36910.60981, 3,   0.161,  4.395, 12.165, 4,  -0.091, -0.081,  0.027
36910.62983, 3,   0.172,  4.545, 12.191, 5,  -8.231,  2.306,-48.900
36910.64986, 3,   0.460,  4.390, 12.278
36910.66990, 3,   0.647,  3.507, 14.057
36910.68992, 3,   0.237,  2.381, 15.547, 4,  -0.495, -0.021,  0.118, 5,  -8.213,  2.006,-49.069
36910.70995, 3,  -0.811,  2.216, 12.930
36910.72999, 3,  -1.262,  3.175,  9.443
36910.75000, 3,  -0.371,  3.782,  9.081, 4,   0.152,  0.019,  0.349, 5,  -8.363,  1.481,-49.125
36910.77000, 3,   1.012,  3.341, 10.717
36910.79000, 3,   1.303,  2.451, 11.740
36910.81001, 3,   0.500,  1.630, 11.533, 5,  -8.494,  1.181,-49.200
36910.83004, 3,  -0.216,  1.414, 10.432
36910.85007, 3,  -0.346,  1.648,  8.805
36910.87009, 3,  -0.092,  2.175,  6.973, 4,  -0.238, -0.083,  0.134
36910.89010, 3,   0.322,  2.848,  5.705, 4,   0.651,  0.120,  0.543, 5,  -8.494,  0.975,-49.219
36910.91011, 3,   0.688,  3.350,  5.092
36910.93012, 3,   0.896,  3.607,  5.083
