TimeStamps,lat_piksi,lon_piksi,lat_smartphone,lon_smartphone,lat_GPS1,lon_GPS1,lat_GPS2,lon_GPS2,lat_GPS3,lon_GPS3
2023-03-28 14:01:28,48.78100317482871,11.475488129608802,,,,,,,,
2023-03-28 14:01:28,48.78100317293391,11.4754881174101,,,,,,,,
2023-03-28 14:01:28,48.78100317882553,11.47548812521348,,,,,,,,
2023-03-28 14:01:28,48.78100317630346,11.475488124250402,,,,,,,,
2023-03-28 14:01:28,48.78100317651953,11.47548813032606,,,,,,,,
2023-03-28 14:01:28,48.78100317421071,11.47548816786104,,,,,,,,
2023-03-28 14:01:28,48.7810031898115,11.475488189916314,,,,,,,,
2023-03-28 14:01:28,48.78100320028195,11.475488157223635,,,,,,,,
2023-03-28 14:01:28,48.78100323673195,11.475488130032993,,,,,,,,
2023-03-28 14:01:28,48.78100317014683,11.475488164038726,,,,,,,,
2023-03-28 14:01:29,48.78100316100585,11.475488162780488,,,,,,,,
2023-03-28 14:01:29,48.78100321790936,11.475488177977528,,,,,,,,
2023-03-28 14:01:29,48.78100309743929,11.47548792141815,,,,,,,,
2023-03-28 14:01:29,48.78100315517991,11.47548788273356,,,,,,,,
2023-03-28 14:01:29,48.78100332287914,11.47548797433121,,,,,,,,
2023-03-28 14:01:29,48.78100333259166,11.47548804762414,,,,,,,,
2023-03-28 14:01:29,48.78100329692264,11.475488080383998,,,,,,,,
2023-03-28 14:01:29,48.78100332232189,11.47548805659619,,,,,,,,
2023-03-28 14:01:29,48.78100335430153,11.47548799418802,,,,,,,,
2023-03-28 14:01:29,48.78100336955943,11.475488099827585,,,,,,,,
2023-03-28 14:01:30,48.78100327989725,11.475488203970365,,,,,,,,
2023-03-28 14:01:30,48.78100330211757,11.475488248020008,,,,,,,,
2023-03-28 14:01:30,48.78100329959175,11.475488260154249,,,,,,,,
2023-03-28 14:01:30,48.78100331571864,11.47548824407519,,,,,,,,
2023-03-28 14:01:30,48.78100332021242,11.475488272579303,,,,,,,,
2023-03-28 14:01:30,48.7810033210458,11.475488291636342,,,,,,,,
2023-03-28 14:01:30,48.781003318201165,11.475488266159072,,,,,,,,
2023-03-28 14:01:30,48.78100333249105,11.475488240558969,,,,,,,,
2023-03-28 14:01:30,48.78100331512135,11.475488260380432,,,,,,,,
2023-03-28 14:01:30,48.78100332159904,11.475488256202246,,,,,,,,
2023-03-28 14:01:31,48.781003296000506,11.47548828702238,,,,,,,,
2023-03-28 14:01:31,48.7810033236284,11.475488247208444,,,,,,,,
2023-03-28 14:01:31,48.78100336183731,11.4754882026669,,,,,,,,
2023-03-28 14:01:31,48.78100335978274,11.475488099219955,,,,,,,,
2023-03-28 14:01:31,48.78100335117429,11.475488033341732,,,,,,,,
2023-03-28 14:01:31,48.78100335755976,11.475487975071037,,,,,,,,
2023-03-28 14:01:31,48.78100335923196,11.475488003672924,,,,,,,,
2023-03-28 14:01:31,48.78100335836041,11.47548808073264,,,,,,,,
2023-03-28 14:01:31,48.78100335518657,11.475488125520872,,,,,,,,
2023-03-28 14:01:31,48.78100338445047,11.4754881354662,,,,,,,,
2023-03-28 14:01:32,48.7810033681476,11.475488166089958,,,,,,,,
2023-03-28 14:01:32,48.78100336376162,11.475488176495071,,,,,,,,
2023-03-28 14:01:32,48.78100339892622,11.475488161897848,,,,,,,,
2023-03-28 14:01:32,48.781003376307766,11.47548820459452,,,,,,,,
2023-03-28 14:01:32,48.78100338470382,11.475488231143093,,,,,,,,
2023-03-28 14:01:32,48.78100337494777,11.47548818666606,,,,,,,,
2023-03-28 14:01:32,48.78100341821756,11.47548820884219,,,,,,,,
2023-03-28 14:01:32,48.781003401475495,11.475488196516611,,,,,,,,
2023-03-28 14:01:32,48.7810034184691,11.475488216312623,,,,,,,,
2023-03-28 14:01:32,48.7810033880451,11.475488232411887,,,,,,,,
2023-03-28 14:01:33,48.78100340759046,11.475488216620356,48.7809511,11.475495,,,,,,
2023-03-28 14:01:33,48.78100343042305,11.475488181849997,48.7809511,11.475495,,,,,,
2023-03-28 14:01:33,48.78100321333016,11.475488283967993,48.7809511,11.475495,,,,,,
2023-03-28 14:01:33,48.78100321905819,11.475488281024669,48.7809511,11.475495,,,,,,
2023-03-28 14:01:33,48.78100318943664,11.475488276854316,48.7809511,11.475495,,,,,,
2023-03-28 14:01:33,48.78100318791319,11.4754882874254,48.7809511,11.475495,,,,,,
2023-03-28 14:01:33,48.78100320503953,11.475488298755284,48.7809511,11.475495,,,,,,
2023-03-28 14:01:33,48.78100320000048,11.475488305508009,48.7809511,11.475495,,,,,,
2023-03-28 14:01:33,48.7810031400332,11.4754883044685,48.7809511,11.475495,,,,,,
2023-03-28 14:01:33,48.78100316099928,11.475488299822766,48.7809511,11.475495,,,,,,
2023-03-28 14:01:34,48.78100313864641,11.475488298344112,,,,,,,,
2023-03-28 14:01:34,48.781003156365216,11.475488315105975,,,,,,,,
2023-03-28 14:01:34,48.7810031599545,11.475488340590925,,,,,,,,
2023-03-28 14:01:34,48.78100316081344,11.475488322996211,,,,,,,,
2023-03-28 14:01:34,48.78100314035019,11.475488350050403,,,,,,,,
2023-03-28 14:01:34,48.781003157321095,11.47548834225621,,,,,,,,
2023-03-28 14:01:34,48.78100315725503,11.475488312537095,,,,,,,,
2023-03-28 14:01:34,48.78100315140292,11.475488343066582,,,,,,,,
2023-03-28 14:01:34,48.78100312602664,11.475488355620175,,,,,,,,
2023-03-28 14:01:34,48.78100312083672,11.475488335081844,,,,,,,,
2023-03-28 14:01:35,48.781003128160336,11.475488358819549,,,,,,,,
2023-03-28 14:01:35,48.78100311440496,11.475488344177114,,,,,,,,
2023-03-28 14:01:35,48.78100309829496,11.475488344376322,,,,,,,,
2023-03-28 14:01:35,48.78100309867573,11.47548837175104,,,,,,,,
2023-03-28 14:01:35,48.78100308701889,11.475488343113094,,,,,,,,
2023-03-28 14:01:35,48.78100311831395,11.475488339851996,,,,,,,,
2023-03-28 14:01:35,48.78100310489405,11.475488375731237,,,,,,,,
2023-03-28 14:01:35,48.78100309590776,11.47548837642164,,,,,,,,
2023-03-28 14:01:35,48.78100311801317,11.475488366505305,,,,,,,,
2023-03-28 14:01:35,48.78100305916986,11.475488351546757,,,,,,,,
2023-03-28 14:01:36,48.781003109293806,11.475488228496143,,,,,,,,
