GPS,Latitude,Longitude,Speed,RPM,Date,Time
GPS2,48.783466,11.475557,1.095767,3555,14-4-2023,11:45:19
GPS3,48.783496,11.475585,1.260389,3555,14-4-2023,11:45:15
GPS2,48.783466,11.475557,1.095767,3555,14-4-2023,11:45:19
GPS1,48.783527,11.475513,1.034033,3555,14-4-2023,11:45:14
GPS1,48.783527,11.475513,1.034033,3555,14-4-2023,11:45:14
GPS1,48.783527,11.475513,1.034033,3555,14-4-2023,11:45:14
GPS1,48.783527,11.475513,1.034033,3600,14-4-2023,11:45:14
GPS3,48.783493,11.475602,1.352989,3600,14-4-2023,11:45:16
GPS2,48.783462,11.475571,1.234667,3600,14-4-2023,11:45:20
GPS3,48.783493,11.475602,1.352989,3600,14-4-2023,11:45:16
GPS2,48.783462,11.475571,1.234667,3600,14-4-2023,11:45:20
GPS1,48.783443,11.475650,1.311833,3600,14-4-2023,11:45:16
GPS1,48.783443,11.475650,1.311833,3600,14-4-2023,11:45:16
GPS2,48.783458,11.475584,1.250100,3120,14-4-2023,11:45:21
GPS3,48.783489,11.475619,1.363278,3120,14-4-2023,11:45:17
GPS1,48.783458,11.475799,1.373567,3120,14-4-2023,11:45:17
GPS2,48.783458,11.475584,1.250100,3120,14-4-2023,11:45:21
GPS3,48.783489,11.475619,1.363278,3120,14-4-2023,11:45:17
GPS1,48.783458,11.475799,1.373567,3120,14-4-2023,11:45:17
GPS3,48.783485,11.475638,1.497033,3210,14-4-2023,11:45:18
GPS2,48.783451,11.475603,1.368422,3210,14-4-2023,11:45:22
GPS1,48.783454,11.475786,0.643055,3210,14-4-2023,11:45:18
GPS3,48.783485,11.475638,1.497033,3210,14-4-2023,11:45:18
GPS2,48.783451,11.475603,1.368422,3210,14-4-2023,11:45:22
GPS1,48.783454,11.475786,0.643055,3210,14-4-2023,11:45:18
GPS3,48.783477,11.475656,1.512467,2760,14-4-2023,11:45:19
GPS2,48.783447,11.475619,1.275822,2760,14-4-2023,11:45:23
GPS1,48.783462,11.475793,1.409578,2760,14-4-2023,11:45:19
GPS3,48.783477,11.475656,1.512467,2760,14-4-2023,11:45:19
GPS2,48.783447,11.475619,1.275822,2760,14-4-2023,11:45:23
GPS1,48.783462,11.475793,1.409578,2760,14-4-2023,11:45:19
GPS3,48.783470,11.475676,1.599922,2745,14-4-2023,11:45:20
GPS2,48.783439,11.475641,1.599922,2745,14-4-2023,11:45:24
GPS1,48.783462,11.475802,1.327267,2745,14-4-2023,11:45:20
GPS3,48.783470,11.475676,1.599922,2745,14-4-2023,11:45:20
GPS2,48.783439,11.475641,1.599922,2745,14-4-2023,11:45:24
GPS2,48.783432,11.475662,1.450733,3375,14-4-2023,11:45:25
GPS3,48.783466,11.475697,1.625644,3375,14-4-2023,11:45:21
GPS1,48.783451,11.475814,1.599922,3375,14-4-2023,11:45:21
GPS2,48.783432,11.475662,1.450733,3375,14-4-2023,11:45:25
GPS3,48.783466,11.475697,1.625644,3375,14-4-2023,11:45:21
