GPS,Latitude,Longitude,Speed,RPM,Date,Time
GPS3,48.781883,11.475203,1.013455,14865,14-4-2023,10:49:29
GPS1,48.781871,11.475178,1.064900,14865,14-4-2023,10:49:29
GPS2,48.781917,11.475216,1.080333,3075,14-4-2023,10:49:34
GPS3,48.781879,11.475216,0.998022,3075,14-4-2023,10:49:30
GPS1,48.781867,11.475193,1.080333,3075,14-4-2023,10:49:30
GPS2,48.781917,11.475216,1.080333,3075,14-4-2023,10:49:34
GPS3,48.781879,11.475216,0.998022,3075,14-4-2023,10:49:30
GPS1,48.781867,11.475193,1.080333,3075,14-4-2023,10:49:30
GPS2,48.781909,11.475229,1.064900,0,14-4-2023,10:49:35
GPS3,48.781879,11.475231,1.152356,0,14-4-2023,10:49:31
GPS1,48.781867,11.475207,1.100911,0,14-4-2023,10:49:31
GPS2,48.781909,11.475229,1.064900,0,14-4-2023,10:49:35
GPS3,48.781879,11.475231,1.152356,0,14-4-2023,10:49:31
GPS1,48.781867,11.475207,1.100911,0,14-4-2023,10:49:31
GPS2,48.781909,11.475240,1.157500,0,14-4-2023,10:49:36
GPS3,48.781875,11.475245,1.157500,0,14-4-2023,10:49:32
GPS1,48.781864,11.475222,1.106055,0,14-4-2023,10:49:32
GPS2,48.781909,11.475240,1.157500,0,14-4-2023,10:49:36
GPS3,48.781875,11.475245,1.157500,0,14-4-2023,10:49:32
GPS1,48.781864,11.475222,1.106055,0,14-4-2023,10:49:32
GPS2,48.781906,11.475255,1.198655,0,14-4-2023,10:49:37
GPS3,48.781875,11.475260,1.049467,0,14-4-2023,10:49:33
GPS1,48.781864,11.475237,1.100911,0,14-4-2023,10:49:33
GPS2,48.781906,11.475255,1.198655,0,14-4-2023,10:49:37
GPS3,48.781875,11.475260,1.049467,0,14-4-2023,10:49:33
GPS1,48.781864,11.475237,1.100911,0,14-4-2023,10:49:33
GPS2,48.781906,11.475267,0.668778,0,14-4-2023,10:49:38
GPS3,48.781871,11.475274,1.136922,0,14-4-2023,10:49:34
GPS1,48.781860,11.475252,1.178078,0,14-4-2023,10:49:34
GPS2,48.781906,11.475267,0.668778,0,14-4-2023,10:49:38
GPS3,48.781871,11.475274,1.136922,0,14-4-2023,10:49:34
GPS1,48.781860,11.475252,1.178078,0,14-4-2023,10:49:34
GPS2,48.781898,11.475278,0.941433,0,14-4-2023,10:49:39
GPS3,48.781867,11.475289,1.311833,0,14-4-2023,10:49:35
GPS1,48.781856,11.475268,1.219233,0,14-4-2023,10:49:35
GPS2,48.781898,11.475278,0.941433,0,14-4-2023,10:49:39
GPS3,48.781867,11.475289,1.311833,0,14-4-2023,10:49:35
GPS1,48.781856,11.475268,1.219233,0,14-4-2023,10:49:35
GPS2,48.781894,11.475288,1.095767,0,14-4-2023,10:49:40
GPS3,48.781867,11.475308,1.301544,0,14-4-2023,10:49:36
GPS1,48.781856,11.475285,1.219233,0,14-4-2023,10:49:36
GPS2,48.781894,11.475288,1.095767,0,14-4-2023,10:49:40
GPS3,48.781867,11.475308,1.301544,0,14-4-2023,10:49:36
GPS1,48.781856,11.475285,1.219233,0,14-4-2023,10:49:36
GPS2,48.781890,11.475300,1.208944,0,14-4-2023,10:49:41
GPS3,48.781864,11.475325,1.198655,0,14-4-2023,10:49:37
GPS1,48.781856,11.475302,1.275822,0,14-4-2023,10:49:37
GPS3,48.781864,11.475325,1.198655,0,14-4-2023,10:49:37
GPS2,48.781890,11.475300,1.208944,0,14-4-2023,10:49:41
GPS1,48.781856,11.475302,1.275822,0,14-4-2023,10:49:37
GPS2,48.781887,11.475314,1.188367,0,14-4-2023,10:49:42
GPS3,48.781864,11.475341,1.219233,0,14-4-2023,10:49:38
GPS1,48.781856,11.475318,1.193511,0,14-4-2023,10:49:38
GPS2,48.781887,11.475314,1.188367,0,14-4-2023,10:49:42
GPS3,48.781864,11.475341,1.219233,0,14-4-2023,10:49:38
GPS1,48.781856,11.475318,1.193511,0,14-4-2023,10:49:38
GPS2,48.781883,11.475328,1.172933,0,14-4-2023,10:49:43
GPS3,48.781864,11.475358,1.188367,0,14-4-2023,10:49:39
GPS1,48.781852,11.475335,1.106055,0,14-4-2023,10:49:39
GPS2,48.781883,11.475328,1.172933,0,14-4-2023,10:49:43
GPS3,48.781864,11.475358,1.188367,0,14-4-2023,10:49:39
GPS1,48.781852,11.475335,1.106055,0,14-4-2023,10:49:39
GPS2,48.781875,11.475338,1.070044,0,14-4-2023,10:49:44
GPS3,48.781864,11.475374,1.214089,0,14-4-2023,10:49:40
GPS1,48.781852,11.475348,1.049467,0,14-4-2023,10:49:40
GPS2,48.781875,11.475338,1.070044,0,14-4-2023,10:49:44
GPS3,48.781864,11.475374,1.214089,0,14-4-2023,10:49:40
GPS1,48.781852,11.475348,1.049467,0,14-4-2023,10:49:40
GPS2,48.781879,11.475355,1.172933,0,14-4-2023,10:49:45
GPS3,48.781864,11.475391,1.178078,0,14-4-2023,10:49:41
GPS1,48.781852,11.475364,1.131778,0,14-4-2023,10:49:41
GPS2,48.781879,11.475355,1.172933,0,14-4-2023,10:49:45
GPS3,48.781864,11.475391,1.178078,0,14-4-2023,10:49:41
GPS1,48.781852,11.475364,1.131778,0,14-4-2023,10:49:41
GPS1,48.781852,11.475364,1.131778,0,14-4-2023,10:49:41
GPS1,48.781852,11.475364,1.131778,0,14-4-2023,10:49:41
GPS1,48.781852,11.475364,1.131778,0,14-4-2023,10:49:41
GPS2,48.781875,11.475368,1.131778,0,14-4-2023,10:49:46
GPS3,48.781864,11.475408,1.208944,0,14-4-2023,10:49:42
GPS2,48.781875,11.475368,1.131778,0,14-4-2023,10:49:46
GPS3,48.781864,11.475408,1.208944,0,14-4-2023,10:49:42
GPS1,48.781852,11.475364,1.131778,0,14-4-2023,10:49:41
GPS3,48.781864,11.475408,1.208944,0,14-4-2023,10:49:42
GPS1,48.781852,11.475364,1.131778,0,14-4-2023,10:49:41
GPS1,48.781852,11.475364,1.131778,0,14-4-2023,10:49:41
GPS2,48.781879,11.475384,1.106055,0,14-4-2023,10:49:47
GPS3,48.781864,11.475425,1.255244,0,14-4-2023,10:49:43
GPS2,48.781879,11.475384,1.106055,0,14-4-2023,10:49:47
GPS3,48.781864,11.475425,1.255244,0,14-4-2023,10:49:43
GPS2,48.781879,11.475384,1.106055,0,14-4-2023,10:49:47
GPS3,48.781864,11.475425,1.255244,0,14-4-2023,10:49:43
GPS1,48.781852,11.475364,1.131778,0,14-4-2023,10:49:41
GPS3,48.781864,11.475425,1.255244,0,14-4-2023,10:49:43
GPS2,48.781879,11.475399,1.193511,0,14-4-2023,10:49:48
GPS3,48.781864,11.475442,1.214089,0,14-4-2023,10:49:44
GPS1,48.781803,11.475428,1.080333,0,14-4-2023,10:49:44
GPS2,48.781879,11.475399,1.193511,0,14-4-2023,10:49:48
GPS3,48.781864,11.475442,1.214089,0,14-4-2023,10:49:44
GPS1,48.781803,11.475428,1.080333,0,14-4-2023,10:49:44
GPS2,48.781875,11.475419,1.152356,0,14-4-2023,10:49:49
GPS3,48.781864,11.475459,1.126633,0,14-4-2023,10:49:45
GPS1,48.781810,11.475444,1.224378,0,14-4-2023,10:49:45
GPS2,48.781875,11.475419,1.152356,0,14-4-2023,10:49:49
GPS3,48.781864,11.475459,1.126633,0,14-4-2023,10:49:45
GPS1,48.781810,11.475444,1.224378,0,14-4-2023,10:49:45
GPS2,48.781871,11.475430,0.751089,0,14-4-2023,10:49:50
GPS3,48.781864,11.475475,1.239811,0,14-4-2023,10:49:46
GPS1,48.781822,11.475441,1.018600,0,14-4-2023,10:49:46
GPS2,48.781871,11.475430,0.751089,0,14-4-2023,10:49:50
GPS3,48.781864,11.475475,1.239811,0,14-4-2023,10:49:46
GPS1,48.781822,11.475441,1.018600,0,14-4-2023,10:49:46
GPS2,48.781867,11.475436,0.463000,0,14-4-2023,10:49:51
GPS3,48.781867,11.475492,1.358133,0,14-4-2023,10:49:47
GPS1,48.781826,11.475464,1.219233,0,14-4-2023,10:49:47
GPS2,48.781867,11.475436,0.463000,0,14-4-2023,10:49:51
GPS3,48.781867,11.475492,1.358133,0,14-4-2023,10:49:47
GPS1,48.781826,11.475464,1.219233,0,14-4-2023,10:49:47
GPS2,48.781867,11.475447,1.255244,0,14-4-2023,10:49:52
GPS3,48.781871,11.475508,1.152356,0,14-4-2023,10:49:48
GPS1,48.781829,11.475477,0.874555,0,14-4-2023,10:49:48
GPS2,48.781867,11.475447,1.255244,0,14-4-2023,10:49:52
GPS3,48.781871,11.475508,1.152356,0,14-4-2023,10:49:48
GPS1,48.781829,11.475477,0.874555,0,14-4-2023,10:49:48
GPS2,48.781867,11.475463,1.322122,0,14-4-2023,10:49:53
GPS3,48.781875,11.475523,1.183222,0,14-4-2023,10:49:49
GPS1,48.781833,11.475491,1.172933,0,14-4-2023,10:49:49
GPS2,48.781867,11.475463,1.322122,0,14-4-2023,10:49:53
GPS3,48.781875,11.475523,1.183222,0,14-4-2023,10:49:49
GPS1,48.781833,11.475491,1.172933,0,14-4-2023,10:49:49
GPS2,48.781864,11.475481,1.193511,0,14-4-2023,10:49:54
GPS3,48.781875,11.475540,1.244955,0,14-4-2023,10:49:50
GPS1,48.781829,11.475507,0.967155,0,14-4-2023,10:49:50
GPS2,48.781864,11.475481,1.193511,0,14-4-2023,10:49:54
