2023.0,3.0,28.0,14.0,1.0,28.0,6.0,48.781003174828705,11.475488129608802
2023.0,3.0,28.0,14.0,1.0,28.0,100000006.0,48.78100317293391,11.4754881174101
2023.0,3.0,28.0,14.0,1.0,28.0,200000006.0,48.78100317882553,11.475488125213479
2023.0,3.0,28.0,14.0,1.0,28.0,300000006.0,48.78100317630346,11.475488124250402
2023.0,3.0,28.0,14.0,1.0,28.0,400000006.0,48.78100317651953,11.47548813032606
2023.0,3.0,28.0,14.0,1.0,28.0,500000007.0,48.78100317421071,11.475488167861041
2023.0,3.0,28.0,14.0,1.0,28.0,600000007.0,48.7810031898115,11.475488189916314
2023.0,3.0,28.0,14.0,1.0,28.0,700000007.0,48.78100320028195,11.475488157223637
2023.0,3.0,28.0,14.0,1.0,28.0,800000007.0,48.78100323673195,11.475488130032993
2023.0,3.0,28.0,14.0,1.0,28.0,900000007.0,48.78100317014683,11.475488164038726
2023.0,3.0,28.0,14.0,1.0,29.0,7.0,48.78100316100585,11.475488162780488
2023.0,3.0,28.0,14.0,1.0,29.0,100000007.0,48.78100321790936,11.475488177977528
2023.0,3.0,28.0,14.0,1.0,29.0,200000007.0,48.78100309743929,11.47548792141815
2023.0,3.0,28.0,14.0,1.0,29.0,300000007.0,48.78100315517991,11.47548788273356
2023.0,3.0,28.0,14.0,1.0,29.0,400000007.0,48.781003322879144,11.47548797433121
2023.0,3.0,28.0,14.0,1.0,29.0,500000007.0,48.78100333259166,11.475488047624141
2023.0,3.0,28.0,14.0,1.0,29.0,600000007.0,48.78100329692264,11.475488080383998
2023.0,3.0,28.0,14.0,1.0,29.0,700000007.0,48.781003322321894,11.47548805659619
2023.0,3.0,28.0,14.0,1.0,29.0,800000007.0,48.78100335430153,11.47548799418802
2023.0,3.0,28.0,14.0,1.0,29.0,900000007.0,48.78100336955943,11.475488099827585
2023.0,3.0,28.0,14.0,1.0,30.0,7.0,48.78100327989725,11.475488203970365
2023.0,3.0,28.0,14.0,1.0,30.0,100000006.0,48.78100330211757,11.475488248020008
2023.0,3.0,28.0,14.0,1.0,30.0,200000008.0,48.78100329959175,11.475488260154249
2023.0,3.0,28.0,14.0,1.0,30.0,300000009.0,48.78100331571864,11.47548824407519
2023.0,3.0,28.0,14.0,1.0,30.0,400000009.0,48.78100332021242,11.475488272579303
2023.0,3.0,28.0,14.0,1.0,30.0,500000009.0,48.781003321045795,11.475488291636342
2023.0,3.0,28.0,14.0,1.0,30.0,600000009.0,48.781003318201165,11.475488266159072
2023.0,3.0,28.0,14.0,1.0,30.0,700000009.0,48.78100333249105,11.475488240558967
2023.0,3.0,28.0,14.0,1.0,30.0,800000010.0,48.78100331512135,11.475488260380432
2023.0,3.0,28.0,14.0,1.0,30.0,900000010.0,48.78100332159904,11.475488256202246
2023.0,3.0,28.0,14.0,1.0,31.0,10.0,48.781003296000506,11.47548828702238
2023.0,3.0,28.0,14.0,1.0,31.0,100000010.0,48.781003323628404,11.475488247208444
2023.0,3.0,28.0,14.0,1.0,31.0,200000010.0,48.78100336183731,11.475488202666899
2023.0,3.0,28.0,14.0,1.0,31.0,300000010.0,48.781003359782744,11.475488099219957
2023.0,3.0,28.0,14.0,1.0,31.0,400000010.0,48.781003351174284,11.475488033341733
2023.0,3.0,28.0,14.0,1.0,31.0,500000010.0,48.781003357559754,11.475487975071035
2023.0,3.0,28.0,14.0,1.0,31.0,600000011.0,48.78100335923196,11.475488003672924
2023.0,3.0,28.0,14.0,1.0,31.0,700000011.0,48.78100335836041,11.47548808073264
2023.0,3.0,28.0,14.0,1.0,31.0,800000011.0,48.78100335518657,11.475488125520872
2023.0,3.0,28.0,14.0,1.0,31.0,900000011.0,48.78100338445047,11.475488135466199
2023.0,3.0,28.0,14.0,1.0,32.0,11.0,48.781003368147594,11.475488166089958
2023.0,3.0,28.0,14.0,1.0,32.0,100000011.0,48.78100336376162,11.475488176495073
